data
495.167
496.375
494.745
503.733
501.077
499.654
499.229
499.527
498.218
501.833
498.772
499.371
499.492
498.462
501.306
498.951
498.577
501.52
499.163
499.458
498.229
499.902
500.967
498.659
501.135
499.54
499.247
499.561
498.588
