,data
0,0.5979472133866797
1,0.49847620786510505
2,0.6425702096010907
3,0.9779491304376788
4,0.774357921331309
5,0.7448607439400432
6,0.7139452124924649
7,0.7167192622286886
8,0.8041193034913283
9,0.7049085622939939
10,0.7117427856147119
11,0.9233130650345698
12,0.5000013681626387
13,0.591253610846038
14,0.8515262392974834
15,0.6456422416454956
16,0.8008688967269015
17,0.6751499992495568
18,0.3326847426641761
19,0.6522278158699686
20,0.5387381972610882
21,0.7636079625894573
22,0.8718080381443084
23,0.5716496391341854
24,0.4966167384563838
25,0.5622785326620205
26,0.7500253905627865
27,0.6740449490412308
28,0.6934029682930652
29,0.6788501389747205
