,data
0,0.9769685494982727
1,0.9348774930529207
2,1.036468839663239
3,0.5691623417134318
4,2.051555126502691
5,1.3366110253849912
6,2.1510693320861525
7,0.4379140765061833
8,2.2816976659843964
9,1.0505804683817244
10,1.369423094358766
11,2.1825761718035483
12,2.049948381251042
13,1.2473775055830925
14,1.681830508112786
15,2.889039105723991
16,1.4625502934242771
17,1.516753695182827
18,0.800066680438382
19,2.2612036878307813
20,2.3237223624597085
21,0.8743156753820736
22,0.7962408946134862
23,0.3735239924366539
24,1.4615227030596805
25,1.1544890281284685
26,2.331765487061503
27,0.9948417155213192
28,1.384903739048023
29,1.3899847782108736
