data
7.78467
7.93131
5.9571
7.10168
6.00565
5.9179
7.11397
5.96829
5.92247
5.95498
7.19611
7.28482
5.95285
7.37519
5.99736
5.97511
5.82859
5.93647
5.89234
7.05723
5.89557
5.9117
5.9399
7.66685
5.93842
7.18572
6.84232
8.36739
6.64647
7.26171
6.09571
5.13113
5.85511
7.21573
7.2981
5.8247
7.18423
5.83639
7.24137
5.79901
7.1532
5.85613
5.85526
7.18958
5.81415
5.98939
5.81348
7.11145
5.79907
7.13633
5.79506
7.16719
5.76799
5.83961
7.15908
5.87433
7.16778
