,data
0,2.076079546286746
1,1.5490351067659232
2,1.9893405056662532
3,1.0851809775161878
4,0.4334147483666835
5,3.611376240473511
6,1.3655164089233718
7,2.5949023496713406
8,3.4102326907457945
9,1.3072772783937938
10,0.5414466625363257
11,2.5517855650351264
12,1.1586084134109447
13,2.712482397773731
14,0.773712346777194
15,2.7107021032520406
16,3.835419012349722
17,3.704920876490408
18,3.429518118002772
19,3.57867107625201
20,2.963506309719086
21,2.558209199027603
22,1.7181753993144235
23,1.9827117528344387
24,1.0657479145493614
25,2.953268076132628
26,2.68584340777354
27,0.970653704079036
28,2.0903028542930353
29,1.2088407602437061
30,0.9835377500201525
31,0.8024029723550761
32,2.3494873505147056
33,3.439078300974146
34,2.7849017710540886
35,2.706321218960004
36,2.6297238516166224
37,2.7144499216667612
38,0.5964611046768729
39,2.2294977169939925
40,1.1175788716119324
41,3.004695417689647
42,2.666345208799103
43,1.9744234735235875
44,2.061642698455361
45,3.347846653930812
46,3.0424687835235154
47,2.051215063845065
48,1.5432907373228546
49,3.422086018797546
50,2.372374937864131
51,2.9862053216571502
52,2.362690167408808
53,1.7546450907464348
54,0.08131247282198828
55,3.5541769743879152
56,2.9045153490766493
57,1.4631189570433765
58,2.6986393813969123
59,2.77548979600235
