,data
0,0.7748455615471074
1,0.14752408128059358
2,1.4805207761003394
3,1.6473554409564568
4,1.727555771589553
5,2.5160369002728906
6,1.7042919759302215
7,1.6484755787670957
8,0.9825542875728079
9,1.0237255061568966
10,2.127861189096831
11,2.8792833386480288
12,1.756929179492242
13,2.835654503373174
14,2.0362450867646404
15,2.2972968596257273
16,1.7880054138707449
17,1.8912703335823342
18,1.866137932778113
19,1.9315185645595117
20,1.9558813387029792
21,1.2764734622707847
22,1.9007821310667954
23,1.1718043096182615
24,1.5579499032879658
25,1.1693019291211284
26,1.5420729811079334
27,0.4048569561255655
28,1.521030080212786
29,1.9027256291556172
