,data
0,1.3085678885473335
1,2.492035267341271
2,4.133492571762357
3,1.550745120269969
4,0.2805283590595484
5,2.852387895270211
6,3.52177368033738
7,3.2419817982247614
8,1.5259906370320777
9,0.25315316950438893
10,1.1770982845639169
11,-0.27352989119688664
12,-0.1805374347991877
13,2.434039648803443
14,3.5083123348982577
15,1.6331522925406363
16,3.2018022736227865
17,0.6181335056528587
18,3.474076921118277
19,4.255989541910191
20,1.7900022350422369
21,2.7115140547662513
22,0.927105101862131
23,2.1212620385054763
24,0.06476524306882614
25,0.20795359489440912
26,1.2167771505032539
27,2.720241729355944
28,0.2853370266230326
29,1.5602986963278365
