,data
0,2.4168075075245112
1,2.257634041450092
2,2.1387083007250025
3,2.5469920604515686
4,1.5160257334222582
5,2.4766523090787222
6,3.1309793833673547
7,2.5382040813816045
8,2.2591298886933324
9,1.4483565111929662
10,1.885001377111473
11,2.6570593716754702
12,3.1471232265798994
13,2.653101580592467
14,2.3072538195972347
15,1.8364469195718207
16,2.771420142837137
17,1.599091918053749
18,0.6409164887891712
19,2.6950276781575724
20,1.2780984735262795
21,1.9541068310331773
22,1.5166635111181885
23,2.0414886345975685
24,2.5156988573225316
25,1.6366286286110863
26,1.16927393514944
27,3.2481111039564254
28,2.130073531034933
29,2.8752220995645943
