data
500.415
499.552
499.227
500.896
498.999
500.194
499.964
500.261
501.097
499.044
500.723
498.839
500.185
500.388
500.223
499.306
499.638
500.421
499.686
500.404
500.139
500.273
499.399
500.241
499.662
500.345
500.009
499.613
501.523
