,data
0,1.000050943199768
1,1.1914668443631546
2,1.1335449913422118
3,1.4128706730252611
4,0.8507925748955081
5,1.017595201662709
6,1.2733045573089594
7,0.8311576738643105
8,0.5078023917896146
9,1.0370634734717221
10,0.7092916273834458
11,0.7594370183301214
12,0.9063939131124914
13,0.8428370320407489
14,0.685807521246346
15,1.4503725694965586
16,0.45831919458537845
17,0.7441870781975867
18,1.4669307119061745
19,0.8062735596009153
20,1.124296207336738
21,1.1099472355899096
22,1.0184799767424295
23,0.9904521290347446
24,1.2400538606872291
25,0.5769726071355683
26,0.7956772184724955
27,0.7130234313344371
28,0.9913738702160465
29,0.28397078043560153
