data
0.83315
0.62076
0.726698
0.607213
1.01413
1.20147
0.515851
1.22116
0.694362
1.29051
0.682638
0.305845
0.746581
0.866622
1.54039
0.558283
0.442228
0.300082
0.146264
1.35727
1.02536
0.515872
0.835035
0.297562
0.117887
0.412212
1.21766
1.67798
1.41046
0.889577
