data
15.9181
8.66596
7.83725
6.17062
7.77079
7.98983
7.46109
7.32602
6.39084
6.38899
7.14627
6.6304
5.58578
6.10563
5.77551
6.28422
8.1202
5.60047
7.37251
8.03552
6.23321
7.3608
5.79164
8.61156
7.32157
7.39776
5.03049
9.10702
6.99017
6.99641
