data
497.979
2606.29
394.813
503.029
500.401
495.392
503.972
501.455
500.164
499.195
498.656
502.03
497.843
502.397
498.002
500.263
501.451
496.276
502.66
500.446
500.447
498.694
501.436
498.697
499.302
498.294
503.736
499.752
499.539
