data
31.7078
2.56263
18.6623
4.97847
1.60703
14.2062
3.87516
18.5275
4.88672
4.98047
5.00991
4.88507
5.02773
4.93668
4.89443
4.8683
4.94867
4.99195
3.73387
4.87251
4.98754
14.6619
20.7415
2.18035
14.3934
2.93001
4.87615
4.8598
4.88596
4.98919
4.91587
4.83454
4.88995
4.95472
4.89549
4.88207
14.5159
14.3779
3.7616
4.87897
5.24174
4.91606
14.7227
4.80688
4.73682
4.79701
4.85512
4.82645
4.8259
4.92741
4.8021
5.13784
20.8746
5.7397
4.91087
5.25631
4.95031
4.87856
4.91926
5.01521
5.0084
4.9305
4.8935
5.23434
4.9386
4.93148
4.93319
14.6009
4.93021
4.98685
4.9067
4.87917
15.1238
13.9683
5.24411
4.98849
14.6769
5.17188
5.1894
13.9404
4.94773
4.99772
33.927
16.2878
5.1983
4.92604
4.84499
4.97319
13.4257
4.85538
4.95226
5.17879
4.91153
4.8403
5.01542
5.29812
5.02213
15.3394
1.63766
4.90049
15.6429
5.00969
5.02569
4.91475
4.85622
4.92779
5.00449
3.95973
4.86289
4.86886
5.15963
3.90483
