,data
0,2.014288190133572
1,1.3221521984362756
2,2.223184884572486
3,2.517363151562698
4,2.6522027146428098
5,1.8923560763360334
6,2.9972671707150353
7,2.2803357273966505
8,0.5128406663388883
9,2.3290349118171956
10,1.2746348552326434
11,2.0831261605071525
12,3.151962710205241
13,0.9734501079508888
14,1.9427235987586102
15,2.2025794859357073
16,1.9709270560284082
17,2.9088995913565467
18,2.9331642050305793
19,2.809070383888303
20,2.850519387024538
21,3.531238701987353
22,2.6971657808816367
23,3.1055718424029255
24,1.439824950167524
25,1.8466699725264741
26,2.961796619102028
27,2.3080447117126446
28,2.4546723029660615
29,2.299605774999283
