data
498.703
499.964
500.054
500.241
499.96
500.007
500.08
500.14
500.002
499.777
500.088
499.981
499.828
500.129
500.022
499.994
499.957
500.001
500.001
500.052
500.046
499.917
499.995
500.003
499.985
500.036
500.335
499.628
500.514
