data
1.48493
0.89386
0.375938
0.389538
0.48605
0.669027
0.322881
0.367106
0.892837
0.49117
0.458658
0.589251
0.399586
0.646819
0.484226
0.553155
0.399362
0.419746
0.40221
0.559746
0.362242
1.83025
0.434114
0.45933
0.417922
0.581346
0.566019
0.491363
0.417858
0.361345
0.449698
0.867044
1.5106
0.699076
0.494243
0.646691
0.331042
0.438498
0.50109
0.624707
1.11629
0.501954
0.424834
0.423074
1.23076
0.547203
0.643875
0.742019
0.555362
1.30916
0.337474
2.2083
0.448258
0.552547
0.251297
0.385282
0.405442
0.424834
0.476674
0.592898
1.86634
0.512386
0.520515
0.373858
0.473539
0.434818
0.499202
0.472642
2.96392
1.01101
0.666723
0.272321
0.420962
0.647588
0.677604
0.398786
1.42055
0.746148
0.417986
1.07658
0.577122
0.960453
0.411458
1.03463
2.34068
0.559171
0.689092
0.369762
2.23636
0.504483
0.356801
0.436802
0.481955
0.763844
0.39709
0.418914
0.308386
0.358017
0.33709
0.306145
0.329506
0.312002
0.935941
0.913796
1.05847
0.646499
0.488034
0.305986
0.347394
0.468611
0.427426
0.431202
1.39236
0.394402
0.617347
0.378658
0.354946
0.639075
