data
2677.69
12433.5
1003.18
385.164
2089.06
410.879
499.617
500.455
4112.16
388.036
499.617
500.171
3667.56
332.492
499.471
500.618
919.544
80.2121
3811.79
188.376
499.383
821.92
178.368
499.727
500.388
3423.67
76.3254
10147.9
351.93
