,data
0,1.6513442826936369
1,1.3160364261802626
2,2.1663555113782333
3,1.6816823428570031
4,0.773318939372315
5,1.9711946786283214
6,2.4444426638275294
7,1.7239580338706517
8,2.777369838826788
9,1.1149234206744991
10,1.9936460713575486
11,1.836286230126674
12,2.750290844818612
13,2.0631502732525693
14,2.333533466792193
15,1.0687611531361532
16,1.2760446611952867
17,1.107563409720045
18,1.9991493795488147
19,1.8767468792512207
20,0.5362505910291239
21,2.618257113710121
22,2.048050333406029
23,1.1661550041021163
24,1.0560642499814286
25,0.19791207633180363
26,1.8161683156451858
27,0.7771543739781317
28,2.1474818091569436
29,1.212755717284984
30,1.0181254999293052
31,2.135706622346343
32,2.3073896267158993
33,2.3106811524099005
34,2.5709830120365442
35,1.418261251720159
36,1.4589858164952436
37,1.5600843166735645
38,2.4157985133460573
39,0.7606749179921152
40,1.8925665419083262
41,0.702157513366848
42,0.7223023416971266
43,0.2852176219231892
44,3.306546767927494
45,2.193091219640535
46,1.4836142331302618
47,0.8245905605552634
48,0.9957608583729836
49,1.6549291459545483
50,0.7664689842367055
51,0.8758143187375605
52,1.1095869713689062
53,1.5525003381676103
54,1.2734760003531829
55,2.1129644022078358
56,1.8227037704238955
57,2.17768688588117
58,1.6663044608406903
59,2.5742500898170575
