,data
0,0.7223099229651071
1,0.8105441089693506
2,1.1098574683756532
3,1.6548676235997855
4,1.5073800568039146
5,1.1007773668625247
6,0.6363624103928284
7,1.1814232771953137
8,1.1661962707389575
9,1.6715716211592782
10,0.9036192699855976
11,0.9988117264958464
12,0.3891974791551671
13,1.5506616741410195
14,1.3815075821202094
15,1.0344550407015423
16,0.7148113438097999
17,0.9851551859888346
18,2.0585618576368554
19,1.4836257974752245
20,1.455482999627939
21,0.3687503667595561
22,1.159403725732154
23,1.693169944791175
24,1.7320081092388597
25,1.4852987653319123
26,2.256314361576241
27,1.5939494288093903
28,1.6492781037273305
29,1.4019555226284546
