,data
0,5.483207784284286
1,2.017432966222504
2,2.9553299123512566
3,2.8304073215307626
4,2.9104881685048007
5,1.533537242377701
6,3.4735982270137473
7,2.8507696268813927
8,0.6810385050812091
9,4.151274339038783
10,2.2540857517466693
11,3.6154527163649806
12,2.9084953629146244
13,2.924886723482804
14,2.285433791508631
15,2.907959199422453
16,1.304157638146736
17,3.736113321000396
18,1.4992963770974361
19,2.1802832170406594
20,3.1590255459944823
21,2.7943073235256906
22,0.41613455787673126
23,2.60392989675816
24,0.757511305733005
25,2.9159652710457964
26,2.6723128129874185
27,3.1197353268174615
28,0.8012122982202712
29,5.101728108580269
