data
13.7438
11.1511
8.68413
8.82899
8.49861
9.15437
8.5286
8.72893
8.80459
8.59928
9.644
8.87547
9.1469
8.83128
8.87778
11.1147
8.71631
8.74686
9.62171
8.75537
8.52194
9.05073
8.67465
9.57305
8.71409
9.32566
8.66895
8.5155
8.51938
