,data
0,0.7680157953070181
1,0.5059112777578418
2,0.9843694943849849
3,0.8562876018061772
4,0.8595253407480421
5,0.8136259403966091
6,0.7850048320330696
7,0.867758759551695
8,0.6709046379800323
9,0.8968478640285866
10,1.0748972724277104
11,0.6067744440270639
12,0.887413699379702
13,0.6300837718768978
14,0.8090336492303686
15,0.9732117342285849
16,0.6936406152144662
17,0.913932467289885
18,0.7661173165636047
19,1.1840593529091545
20,0.7502250538979416
21,0.6831003976416514
22,0.33889329996677453
23,0.780727319367173
24,0.7606249817256948
25,0.814425235540462
26,1.0027892110312016
27,0.9162727302728124
28,0.39396423959217314
29,0.8135800212571189
