,data
0,0.8492756946063059
1,0.19365778452708204
2,1.2528731672188065
3,1.8424361565379088
4,0.7585266982404544
5,-0.00138280560807591
6,1.3948016963832202
7,1.0809322876702683
8,0.888965430254013
9,2.0457210650761315
10,0.5292212260626805
11,0.7543617496965657
12,0.759524050443502
13,0.9759806177349
14,1.0628806468828227
15,1.289848450421852
16,0.7108189475648931
17,0.06735508839666582
18,1.5071512891949026
19,0.5198315584648004
20,0.24160119204829367
21,1.2389775868223296
22,1.1131874463073441
23,1.0884368549155483
24,0.7046396933539629
25,0.9049625253531
26,0.5704006482955775
27,0.8485591494320927
28,0.33982477151988166
29,1.6802505755220678
30,0.9762288893279313
31,0.826560818212433
32,0.7570386453126023
33,0.601470030826115
34,1.0297768690840323
35,1.1235510694860242
36,1.138817213422987
37,0.09971198530266367
38,1.1615970334608852
39,1.1081739103655728
40,0.7184657322683443
41,1.5866703700429907
42,1.3301158194668048
43,0.737388143907262
44,0.9023849684993198
45,0.5018999983493011
46,0.5801650641491594
47,0.20578307595133627
48,1.587210088671591
49,0.6935652882467961
50,0.9565167760540202
51,1.3800516546283306
52,1.0400663348044232
53,1.0798935103823897
54,1.2320115969506489
55,0.42337752853017674
56,0.7649159003212994
57,0.7058848358060229
58,1.077727281588044
59,1.483649992854518
