,data
0,0.6427085207057756
1,0.923968142157132
2,0.5005788774821951
3,0.8652375386553043
4,1.2499791468338977
5,0.956637250865852
6,0.909878783302339
7,1.105686139860297
8,1.0550150105472473
9,1.07374836206342
10,1.0896047287573989
11,1.3480967162524937
12,0.9576346585046974
13,0.48622340351809334
14,1.192694823333802
15,1.0644074453181664
16,0.8611588307005225
17,0.5803347896655806
18,0.9430006963592598
19,0.9082289769833504
20,0.8361958923784123
21,1.170736897623392
22,0.93156702236174
23,0.8494795761221249
24,0.839348797640432
25,0.8491074021160062
26,0.6647169619320588
27,0.6785508591050889
28,0.9701217841503056
29,0.7003653677756925
