data
499.83
499.388
500.216
499.797
499.97
3879.8
4527.25
1944.14
148.791
500.519
499.497
6479.22
21.099
500.411
4830.37
169.131
499.641
500.579
499.395
5903.31
5647.8
1044.08
404.944
4563.05
437.454
499.327
1848.24
3156.32
3214.58
498.042
499.853
500.09
2474.77
488.886
160.416
419.669
456.932
500.145
499.209
1270.36
229.386
2287.93
363.926
780.019
875.999
724.06
468.134
663.999
2823.34
335.042
2061.45
116.253
2416.9
82.9669
969.705
30.1402
1876.4
223.629
