data
0.858132
0.426267
0.433126
0.678993
0.460755
0.47206
0.365052
0.397131
0.687999
0.389074
0.234759
0.584706
0.668906
0.403179
0.410662
0.429612
0.695816
0.373023
0.433496
0.45646
0.507197
0.30871
0.391293
1.99978
0.568584
0.761885
0.379027
0.364195
0.432022
0.322536
