,data
0,0.8907866413436092
1,0.783306161246385
2,0.5392763648587016
3,0.7074939301428607
4,0.7000178275924878
5,1.0739833471910532
6,0.8434417152933391
7,1.1162760728655474
8,0.5161721942448132
9,1.3918397287547881
10,0.7097579839702293
11,0.8178456129510415
12,1.1415458283814197
13,0.9743204886457263
14,0.7800760429974063
15,1.2810075978585374
16,1.352382645532778
17,0.6613772855671224
18,0.7142428344902636
19,1.0506727297977974
20,0.8957445881677641
21,1.391492044013658
22,1.1021101231301782
23,0.7776115396737815
24,1.0889746121576482
25,0.8682940812093364
26,1.0811438962029902
27,1.2451316466976143
28,1.0541679349252595
29,1.1817281772443027
