,data
0,3.6652514097471975
1,1.0541317686207745
2,4.420158703770929
3,2.014426043669488
4,3.0259569197015654
5,2.0581436571568497
6,4.133770622061662
7,2.6859427960132325
8,2.418089180009723
9,1.5085043269101048
10,2.0204114577723744
11,1.5891113456101875
12,3.978545931728693
13,2.1363416725827413
14,3.6066247665822244
15,4.520088237249556
16,3.7796567274199955
17,3.7513884997410547
18,3.6004205994688014
19,4.466846507576299
20,1.988552336908712
21,1.508978171771383
22,3.3633910284818542
23,3.5277588987846586
24,2.8385544779525826
25,3.502412852477871
26,1.7949017640787461
27,2.7170527141398737
28,1.2195532454727864
29,1.2936007198422546
