data
498.737
499.608
499.964
500.107
499.936
500.117
500.282
499.724
500.002
499.964
500.029
500.007
500.02
500.018
500.088
500.07
499.974
499.986
500.032
500.068
499.995
500.199
500.056
499.966
500.063
499.935
500.03
499.995
500.049
