,data
0,0.5449029923945975
1,0.997424189274795
2,1.2421841520143948
3,1.0217016620049482
4,0.8054537085692013
5,1.4482372780717951
6,0.47115499032889196
7,1.0695813569691563
8,0.6116291777934715
9,0.5075989524540665
10,0.49574934601560977
11,0.968305787912036
12,0.5363695473519499
13,0.5242094223000162
14,1.1004967777295709
15,1.2326605431650441
16,0.7977744945778164
17,0.8290656277461449
18,0.8441630952273818
19,0.6190211906761884
20,0.5534110712174162
21,0.7238606257053153
22,0.9064944992386497
23,0.4897967770478773
24,1.0609208671267172
25,0.49719277110079185
26,0.7706500343576569
27,0.18761812384121335
28,0.7820410011813277
29,0.9076597584916177
30,0.35203331193345977
31,0.5079809284643488
32,0.18973620435299443
33,0.45623853928357555
34,0.5120583887845498
35,0.4203067671150951
36,0.6553619690221373
37,1.3696509363371498
38,0.8652294009853424
39,0.8251847114286662
40,1.476777351929642
41,0.4940042363855766
42,1.0679391285677773
43,0.3656372619031061
44,0.6127679199312608
45,0.5483803892740374
46,1.0980247412370665
47,0.6636521525058859
48,0.7815644874620741
49,0.786989576418727
50,0.3409830126584311
51,0.48031097601623746
52,1.1801185030994272
53,0.6558242284585836
54,0.9183202139170943
55,0.8684416964680237
56,1.2600571231492375
57,1.133766949529228
58,0.9798697381431757
59,0.879659367480032
