data
1.79796
1.44916
0.972773
1.24186
1.02717
0.933829
1.25056
0.787684
2.04087
1.57978
1.81716
1.43287
1.30145
1.0489
1.03962
0.614531
1.11428
0.768548
1.50209
1.49431
0.920484
1.02855
1.71047
1.25335
0.787875
1.22522
1.20308
1.10538
1.4067
1.67006
0.962852
0.920612
0.807875
0.993219
0.914788
1.24765
0.752195
0.716387
1.02794
0.840739
0.780067
0.857507
0.849764
1.00996
0.669443
1.11556
1.40218
0.773955
1.30423
1.35645
0.767043
1.34228
0.79834
0.979012
1.18346
0.798371
1.10433
0.929699
1.1697
1.24893
