data
531.156
470.124
518.099
500.167
487.988
492.412
499.656
500.048
500.048
499.939
500.085
544.797
455.296
499.92
500.005
499.96
500.046
500.048
593.222
414.623
492.007
500.009
499.96
499.987
500.064
499.981
499.946
500.061
500.332
