,data
0,2.340490834150615
1,4.63764876469547
2,3.3837966515003153
3,0.9764751110988121
4,1.4677402080773345
5,2.7972992119806905
6,3.3587417081075674
7,0.9667099362949372
8,5.4694767106673705
9,3.728919551704704
10,-0.06733006280560616
11,3.342869167740479
12,4.129346093466176
13,0.9490955049241105
14,2.826293740514977
15,1.1403204593887646
16,0.29662940386791314
17,4.0652480228913195
18,3.0099052887757134
19,3.3588767715832053
20,3.1030297009490715
21,3.821321743774547
22,3.68697750703648
23,0.2756517303472781
24,1.8937542751139937
25,2.5466852476787434
26,2.105151168632108
27,3.260622007530989
28,4.251929258389267
29,3.6589499133611563
30,1.6349639475244584
31,1.1428881581805659
32,0.11869982931199008
33,3.4221957994069423
34,1.186367877063626
35,1.7161655084159786
36,3.2660781493019977
37,1.4504591753479619
38,3.786891113887604
39,3.8540419740123255
40,2.965439923224432
41,4.339082044406425
42,1.7019512128395102
43,4.8021582849225535
44,1.3959536945282915
45,3.5127408544715286
46,1.5782711220222265
47,2.2381958270603324
48,2.4218656519050867
49,3.4485167425336787
50,3.7875707279600426
51,3.913886626638603
52,5.41101570985916
53,2.1799478836626607
54,3.4520037852260015
55,0.8705963483106611
56,4.129083940282792
57,3.582361890216065
58,2.774525612647938
59,2.750198022055558
