,data
0,1.2339323980259216
1,2.519917728483674
2,0.9055188506836843
3,2.170280833173237
4,0.771137437020291
5,1.63737313889062
6,0.7265191543304711
7,1.4423814231239511
8,1.7494005483556718
9,1.4933638573324164
10,1.3739091211745675
11,1.3716579703590777
12,1.627913523752801
13,2.120429121957494
14,1.0574606512705174
15,0.9421450845926369
16,0.4591666918961439
17,1.909974305512681
18,1.7206181694068472
19,0.7762649909525628
20,1.9467745661063913
21,0.7386478098353445
22,1.511282933129265
23,0.6299034490027161
24,1.5860787899522424
25,0.5524872590112953
26,1.4019953957695612
27,0.4541593937414454
28,1.5455155084691672
29,1.3072541432333427
