data
0.334177
0.375521
0.315937
0.661955
0.305153
0.240161
0.555651
0.26429
0.206305
0.628547
0.393698
0.393154
0.371298
0.592355
0.370466
0.222945
0.44061
0.233025
0.283937
0.218145
0.246145
0.263073
0.275074
0.204897
0.261121
0.302081
0.358049
0.189377
0.249793
0.370434
