data
512.988
495.174
499.107
510.41
490.03
495.799
500.151
504.495
494.017
496.81
500.067
512.942
498.24
494.538
499.112
499.187
521.415
490.522
498.851
485.072
508.353
495.635
508.863
497.536
497.41
500.091
497.07
507.379
505.915
