,data
0,1.2939534173744707
1,2.826243099304669
2,1.9341140260088077
3,2.5163804190929207
4,2.5934738666337993
5,2.368553490631277
6,0.4639594929989186
7,2.5011274269230594
8,0.8669437994267435
9,1.0710808013282345
10,2.117926711699904
11,2.5914965651853743
12,1.8253228845476022
13,2.586452870575333
14,1.8178973870268418
15,1.9795087468943395
16,1.2724486487514248
17,2.2363371201784155
18,1.684241080291611
19,1.1419373253557876
20,2.5545378063672906
21,2.9948365023054366
22,2.324707745147643
23,1.743966538084321
24,2.5729459409314424
25,1.9372061112753356
26,1.1579572105851887
27,1.2298901759756096
28,0.6631682639228829
29,1.6521793131673264
