,data
0,0.5554773577366239
1,0.6607668929003861
2,0.452406540290941
3,0.6859334919921681
4,0.7454753012572537
5,0.4971066422832232
6,0.733995375271429
7,0.43412853735085355
8,0.5659538157970118
9,0.6399829523821561
10,0.48420129477990315
11,0.6969497883192299
12,0.4276479963894606
13,0.6607098200080916
14,0.6144741620677621
15,0.40109264874954687
16,0.5674360152651382
17,0.7685817167497895
18,0.47080094736632705
19,0.6814139294450101
20,1.0344560140656522
21,0.7449273719332317
22,0.6339271353522759
23,0.8017478948232433
24,0.6239529782666297
25,0.5521447430187495
26,0.8655551286492246
27,0.6206687280094269
28,0.7114110129722189
29,0.5965740421546223
