,data
0,1.028091490976235
1,0.139872638654839
2,0.9729306614281517
3,0.8997059005713857
4,1.1879594532453146
5,1.0362145644140441
6,0.8310167749943057
7,1.1920316312121644
8,1.2170664577426207
9,0.25007944592583675
10,0.5872152032929048
11,1.692245245550681
12,0.7112277460114309
13,1.2050361272241281
14,1.5375387695068596
15,0.9449575393520344
16,0.8755299649389963
17,1.1996281971306941
18,0.5793681730738116
19,0.49403648150985086
20,0.5699087585851412
21,1.1390268234412169
22,0.37247430459264397
23,0.9103837719034433
24,0.027078044762348097
25,1.0310165237011746
26,0.8399460995327526
27,0.8633121852341007
28,0.41037548826642417
29,1.0821952521804166
30,0.7379346003177886
31,1.1945634206584232
32,0.8873270314691052
33,1.0907062553525186
34,0.42513723768487577
35,0.8941370840388029
36,0.8505263249939492
37,1.2922766038107252
38,0.5562436808521645
39,0.78606805593906
40,0.9017513288560626
41,0.26989788217112154
42,1.007133536492812
43,0.40372536952568855
44,0.6133009603893435
45,1.103925026575169
46,0.965553514361307
47,0.4827587640923292
48,0.9331214538535823
49,1.2396212998474334
50,0.5420723241057992
51,0.5322454394331746
52,1.0529871236760726
53,1.0737379201251833
54,1.1436065231755321
55,1.2457657143344452
56,1.0062689600695343
57,0.7379461782850676
58,0.6815464343971127
