data
0.711395
0.61741
0.735939
0.690979
1.48909
0.724355
1.02554
1.08394
0.895331
0.72189
0.558754
0.647842
0.619554
1.50801
0.65117
0.667811
0.716227
0.713283
0.611874
0.703651
0.686723
0.872675
1.52692
0.726787
0.540098
0.618562
0.632674
0.760163
0.603139
0.671203
